ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12581749,JE494317,12/31/2021 07:35:00 PM,118XX S WESTERN AVE,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,false,false,2212,022,19,75,04B,1162525,1826055,2021,01/07/2022 03:44:31 PM,41.678342039,-87.680736876,"(41.678342039, -87.680736876)"
12583461,JF102013,12/31/2021 07:00:00 PM,018XX S PAULINA ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA TRAIN,false,false,1234,012,25,31,11,1165322,1891408,2021,01/07/2022 03:44:31 PM,41.857620907,-87.668650147,"(41.857620907, -87.668650147)"
12583391,JF101846,12/31/2021 06:00:00 PM,012XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1424,014,2,24,06,1165712,1908139,2021,01/07/2022 03:44:31 PM,41.90352381,-87.66674162,"(41.90352381, -87.66674162)"
12584683,JF102958,12/31/2021 04:45:00 PM,0000X N DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,0112,001,42,32,06,1175937,1900516,2021,01/07/2022 03:44:31 PM,41.882381731,-87.629412971,"(41.882381731, -87.629412971)"
12582210,JF100481,12/31/2021 02:30:00 PM,002XX S STATE ST,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA STATION,false,false,0113,001,42,32,03,1176417,1899156,2021,01/07/2022 03:44:31 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
12581409,JE494018,12/31/2021 01:40:00 PM,008XX N KEELER AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,1111,011,37,23,08B,1148232,1905171,2021,01/07/2022 03:44:31 PM,41.895734086,-87.731026471,"(41.895734086, -87.731026471)"
12581797,JF100009,12/31/2021 11:53:00 AM,011XX S STATE ST,0460,BATTERY,SIMPLE,CTA STATION,false,false,0123,001,4,32,08B,1176517,1895340,2021,01/07/2022 03:44:31 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
12581080,JE493601,12/31/2021 04:45:00 AM,011XX S STATE ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,true,false,0123,001,4,32,08A,1176515,1895395,2021,01/07/2022 03:44:31 PM,41.868316374,-87.627445222,"(41.868316374, -87.627445222)"
12581111,JE493563,12/31/2021 02:25:00 AM,004XX S CLINTON ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",CTA PLATFORM,true,true,0121,001,25,28,04B,1172799,1898209,2021,01/07/2022 03:44:31 PM,41.876121224,-87.641003973,"(41.876121224, -87.641003973)"
12580994,JE493506,12/30/2021 10:30:00 PM,016XX W LAKE ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,false,false,1224,012,27,28,03,1165537,1901501,2021,01/06/2022 03:43:35 PM,41.885312381,-87.667573631,"(41.885312381, -87.667573631)"
12585097,JE493047,12/30/2021 02:00:00 PM,019XX S CENTRAL PARK AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,false,false,1024,010,24,29,03,1152688,1889938,2021,01/07/2022 03:40:29 PM,41.85384608,-87.715063469,"(41.85384608, -87.715063469)"
12580421,JE492868,12/30/2021 07:30:00 AM,022XX N CALIFORNIA AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1431,014,1,22,06,1157327,1915026,2021,01/06/2022 03:43:35 PM,41.922596957,-87.697354045,"(41.922596957, -87.697354045)"
12580219,JE492556,12/30/2021 02:52:00 AM,055XX N HARLEM AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,1613,016,41,10,08B,1127372,1936271,2021,01/06/2022 03:43:35 PM,41.981452562,-87.806940642,"(41.981452562, -87.806940642)"
12580625,JE492995,12/30/2021 02:00:00 AM,049XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,CTA STATION,false,false,1623,016,45,11,06,1139431,1932207,2021,01/06/2022 03:43:35 PM,41.97008868,-87.762690091,"(41.97008868, -87.762690091)"
12580206,JE492505,12/30/2021 01:00:00 AM,008XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,1213,012,27,24,08B,1168732,1905582,2021,01/06/2022 03:43:35 PM,41.896442307,-87.655722728,"(41.896442307, -87.655722728)"
12580163,JE492445,12/29/2021 10:18:00 PM,055XX N HARLEM AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS STOP,false,false,1612,016,41,10,08B,1127370,1936569,2021,01/05/2022 03:55:38 PM,41.982270338,-87.806941262,"(41.982270338, -87.806941262)"
12580066,JE492351,12/29/2021 07:19:00 PM,009XX W BELMONT AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA TRAIN,false,false,1933,019,44,6,03,1169269,1921430,2021,01/05/2022 03:55:38 PM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
12579939,JE492334,12/29/2021 07:00:00 PM,046XX N BROADWAY,0870,THEFT,POCKET-PICKING,CTA STATION,false,false,1913,019,46,3,06,1167942,1930944,2021,01/05/2022 03:55:38 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
12581267,JE493871,12/29/2021 02:00:00 PM,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0111,001,42,32,06,1176327,1901797,2021,01/05/2022 03:55:38 PM,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
12579524,JE491617,12/29/2021 07:36:00 AM,040XX N CLARK ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,true,false,1915,019,46,3,08A,1166579,1927125,2021,01/05/2022 03:55:38 PM,41.95560389,-87.663011722,"(41.95560389, -87.663011722)"
12607077,JF130842,12/28/2021 11:38:00 PM,018XX W 74TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,CTA STATION,false,false,0735,007,17,67,08A,,,2021,02/02/2022 03:49:53 PM,,,
12580810,JE492897,12/28/2021 09:47:00 PM,009XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,false,false,1933,019,44,6,14,1169269,1921430,2021,01/04/2022 03:44:13 PM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
12629528,JF158604,12/28/2021 12:00:00 AM,016XX W LAKE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,1215,012,27,28,03,,,2021,03/01/2022 03:43:26 PM,,,
12578680,JE490685,12/27/2021 11:30:00 PM,051XX W LAKE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,1532,015,28,25,03,1141954,1901990,2021,01/03/2022 03:46:21 PM,41.887123664,-87.754163303,"(41.887123664, -87.754163303)"
12578652,JE490592,12/27/2021 11:24:00 PM,003XX N AUSTIN BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,1512,015,29,25,03,1136321,1901669,2021,01/03/2022 03:46:21 PM,41.886345263,-87.774857276,"(41.886345263, -87.774857276)"
12578484,JE490479,12/27/2021 06:41:00 PM,006XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA PLATFORM,false,false,0123,001,4,32,18,1176452,1897617,2021,01/03/2022 03:46:21 PM,41.8744151,-87.627609439,"(41.8744151, -87.627609439)"
12578432,JE490438,12/27/2021 06:00:00 PM,009XX W ADDISON ST,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,1923,019,44,6,08B,1169193,1924102,2021,01/03/2022 03:46:21 PM,41.947252154,-87.653490312,"(41.947252154, -87.653490312)"
12578840,JE490840,12/27/2021 05:30:00 PM,012XX S PULASKI RD,0820,THEFT,$500 AND UNDER,CTA BUS STOP,false,false,1011,010,24,29,06,1149909,1894243,2021,01/03/2022 03:46:21 PM,41.865713975,-87.7251516,"(41.865713975, -87.7251516)"
12578272,JE490191,12/27/2021 01:30:00 PM,010XX W DIVERSEY PKWY,0460,BATTERY,SIMPLE,CTA BUS,false,false,1933,019,44,6,08B,1169045,1918773,2021,01/03/2022 03:46:21 PM,41.932632364,-87.654189502,"(41.932632364, -87.654189502)"
