ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12929577,JF518786,12/21/2022 01:50:00 PM,001XX W LAKE ST,0460,BATTERY,SIMPLE,CTA PARKING LOT / GARAGE / OTHER PROPERTY,false,false,0122,001,42,32,08B,1175401,1901736,2022,01/03/2023 03:40:27 PM,41.885741529,-87.631344503,"(41.885741529, -87.631344503)"
12931183,JF520710,12/21/2022 12:00:00 PM,098XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0511,005,9,49,06,1180642,1839991,2022,01/03/2023 03:40:27 PM,41.716188647,-87.613996251,"(41.716188647, -87.613996251)"
12929047,JF518104,12/21/2022 12:12:00 AM,025XX E 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,0434,004,7,51,14,1194992,1837185,2022,01/03/2023 03:40:27 PM,41.708147692,-87.561532176,"(41.708147692, -87.561532176)"
12929022,JF518042,12/20/2022 10:12:00 PM,044XX W DIVISION ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,true,false,2533,025,37,23,08B,1146579,1907624,2022,02/21/2023 03:43:50 PM,41.902497065,-87.737035011,"(41.902497065, -87.737035011)"
12931606,JF518007,12/20/2022 09:05:00 PM,005XX S PULASKI RD,0460,BATTERY,SIMPLE,CTA STATION,false,false,1132,011,24,26,08B,1149812,1897228,2022,01/03/2023 03:40:27 PM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
12928772,JF517903,12/20/2022 07:08:00 PM,0000X S STATE ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA PLATFORM,true,false,0112,001,42,32,18,1176390,1900219,2022,01/03/2023 03:40:27 PM,41.881556538,-87.627758535,"(41.881556538, -87.627758535)"
12929397,JF518531,12/20/2022 05:30:00 PM,003XX E 51ST ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0231,002,3,40,06,1179114,1871273,2022,01/03/2023 03:40:27 PM,41.802064797,-87.618640688,"(41.802064797, -87.618640688)"
12928571,JF517624,12/20/2022 04:04:00 PM,0000X W 79TH ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,CTA TRAIN,true,false,0623,006,6,44,18,1177483,1852629,2022,01/03/2023 03:40:27 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
12928740,JF517650,12/20/2022 03:40:00 PM,068XX S INDIANA AVE,0560,ASSAULT,SIMPLE,CTA STATION,false,false,0322,003,6,69,08A,1178771,1859807,2022,01/03/2023 03:40:27 PM,41.770608792,-87.620247348,"(41.770608792, -87.620247348)"
12928601,JF517490,12/20/2022 02:09:00 PM,007XX E 79TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,CTA BUS,false,false,0624,006,6,44,04A,1182749,1852793,2022,01/03/2023 03:40:27 PM,41.751270235,-87.605883115,"(41.751270235, -87.605883115)"
12928462,JF517103,12/20/2022 09:31:00 AM,008XX N STATE ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA PLATFORM,true,false,1832,018,2,8,08B,1176223,1905805,2022,01/30/2023 03:40:50 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
12928673,JF517793,12/20/2022 08:00:00 AM,066XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA STATION,false,false,0832,008,16,66,14,1161519,1860495,2022,01/03/2023 03:40:27 PM,41.772871872,-87.683467528,"(41.772871872, -87.683467528)"
