station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal
40270,Main,10/1/22,512.6,444.2,312.2,14547
40840,South Boulevard,10/1/22,386.2,224,165.2,10056
40140,Dempster-Skokie,10/1/22,790.6,474.6,390,20925
41680,Oakton-Skokie,10/1/22,517.5,257.8,164.2,12977
40890,O'Hare Airport,10/1/22,8290,6699.4,7138,243278
40820,Rosemont,10/1/22,3491.7,2642.4,2107.8,97077
40230,Cumberland,10/1/22,1855.7,1216.2,944.8,49774
40750,Harlem-O'Hare,10/1/22,1606.5,729.6,588.2,40325
41280,Jefferson Park,10/1/22,3859.8,2310.2,1801.6,101614
41330,Montrose-O'Hare,10/1/22,1303.5,763.8,593.2,34158
40550,Irving Park-O'Hare,10/1/22,2157.6,1341,1008.8,57059
41240,Addison-O'Hare,10/1/22,1533.4,857.4,622.2,39599
40060,Belmont-O'Hare,10/1/22,3064.9,1841.8,1437.2,80757
41020,Logan Square,10/1/22,3783.6,2599.2,2194.8,103425
40570,California/Milwaukee,10/1/22,2822.7,2025.6,1449,76650
40670,Western/Milwaukee,10/1/22,2888,1883.6,1382.4,76977
40590,Damen/Milwaukee,10/1/22,3280.4,2870.6,2161.4,94049
40320,Division/Milwaukee,10/1/22,3267.2,2340.2,1697.8,88801
41410,Chicago/Milwaukee,10/1/22,2253,1344.4,1059.4,59332
40490,Grand/Milwaukee,10/1/22,1679.8,1253.8,1010.6,46597
40370,Washington/Dearborn,10/1/22,6718.3,4725.2,3901,184215
40790,Monroe/Dearborn,10/1/22,3425.7,1270.6,1275.6,84671
40070,Jackson/Dearborn,10/1/22,3755.9,1954.6,2008.2,98687
41340,LaSalle,10/1/22,1984,1041.4,1115,52446
40430,Clinton-Forest Park,10/1/22,1753.6,884,892,45706
40350,UIC-Halsted,10/1/22,4857.7,1598.6,1752.2,118765
40470,Racine,10/1/22,1261.1,702,714.6,33566
40810,Medical Center,10/1/22,1829.2,950.6,716,46747
40220,Western-Forest Park,10/1/22,867.5,596.2,482.8,23612
40250,Kedzie-Homan-Forest Park,10/1/22,981.4,701.8,594,27089
40920,Pulaski-Forest Park,10/1/22,899.9,719.2,606.6,25527
40970,Cicero-Forest Park,10/1/22,703.2,466.4,361.4,18907
40010,Austin-Forest Park,10/1/22,820.8,379.2,331.2,20789
40180,Oak Park-Forest Park,10/1/22,669.5,254.6,217.6,16421
40980,Harlem-Forest Park,10/1/22,457,249.8,176.6,11730
40390,Forest Park,10/1/22,1283.4,695.6,584,33349
41030,Polk,10/1/22,2107.3,583.2,461.4,49476
40830,18th,10/1/22,1168.2,1174,995.4,35379
40210,Damen-Cermak,10/1/22,1101.9,753.4,546.2,29638
40740,Western-Cermak,10/1/22,786.7,510.6,407.4,21111
40440,California-Cermak,10/1/22,961.6,584.4,440.4,25317
41040,Kedzie-Cermak,10/1/22,682.5,506.4,357.6,18652
40780,Central Park,10/1/22,658.9,414.2,334.4,17579
40150,Pulaski-Cermak,10/1/22,707.1,487.6,348.8,19032
40600,Kostner,10/1/22,272.9,157.6,116.2,7099
40420,Cicero-Cermak,10/1/22,743.1,588,476.6,20928
40580,54th/Cermak,10/1/22,1534.8,890.4,667,40018
40020,Harlem-Lake,10/1/22,1775.2,1197.4,892.4,47729
41350,Oak Park-Lake,10/1/22,652,409.8,324.6,17364
40610,Ridgeland,10/1/22,616.1,248.4,196.8,15164
41260,Austin-Lake,10/1/22,967.3,553,436.2,25259
40280,Central-Lake,10/1/22,1125.1,762.8,570.6,30294
40700,Laramie,10/1/22,604.4,349.6,281.6,15848
40480,Cicero-Lake,10/1/22,616.7,436.2,302.8,16646
40030,Pulaski-Lake,10/1/22,655.5,445.4,341.2,17698
41670,Conservatory,10/1/22,561.6,521.8,390,16353
41070,Kedzie-Lake,10/1/22,682.5,437.4,340.2,18220
41360,California-Lake,10/1/22,677.9,365.2,280,17462
40170,Ashland-Lake,10/1/22,1724.4,1394,934,47852
41510,Morgan-Lake,10/1/22,2631,2551,1958.4,77799
41160,Clinton-Lake,10/1/22,2247,1192.8,1045.8,58381
41690,Cermak-McCormick Place,10/1/22,1339.1,1462.6,1393,42399
41120,35-Bronzeville-IIT,10/1/22,1074,824,820.6,30776
40300,Indiana,10/1/22,340,216.6,176.2,9103
41270,43rd,10/1/22,507.5,315.6,258,13525
41080,47th-South Elevated,10/1/22,548.7,417,275.6,14986
40130,51st,10/1/22,504.2,398.2,298.2,14071
40510,Garfield-South Elevated,10/1/22,611.1,568.2,398.2,17665
41140,King Drive,10/1/22,207.5,96.8,89.6,5289
40720,East 63rd-Cottage Grove,10/1/22,474.3,224.4,206.6,12116
40940,Halsted/63rd,10/1/22,282.5,182.6,144.6,7569
40290,Ashland/63rd,10/1/22,474.5,329.4,258,12902
41290,Kimball,10/1/22,2374.7,1729.8,1300.2,65018
41180,Kedzie-Brown,10/1/22,1162.5,894.2,667.8,32222
40870,Francisco,10/1/22,851.4,554.4,382.2,22563
41010,Rockwell,10/1/22,889,575.6,430.4,23698
41480,Western-Brown,10/1/22,2057.8,2015.8,1477.6,60681
40090,Damen-Brown,10/1/22,1475.7,980.8,654.4,39166
41500,Montrose-Brown,10/1/22,1265.8,978,681,34877
41460,Irving Park-Brown,10/1/22,1510.2,1061.8,710.4,40575
41440,Addison-Brown,10/1/22,1168.4,629.8,444,29906
41310,Paulina,10/1/22,1560.1,1169,802,42617
40360,Southport,10/1/22,1860.9,1592.6,1120.6,52644
41210,Wellington,10/1/22,1732.3,1016.2,724.6,45082
40530,Diversey,10/1/22,3070.3,1969.2,1504.8,81846
40660,Armitage,10/1/22,2622.1,1855.8,1188.2,70284
40800,Sedgwick,10/1/22,2411.5,1911.4,1707.8,68738
40710,Chicago/Franklin,10/1/22,3747.2,2318.4,1784.8,99207
40460,Merchandise Mart,10/1/22,3523.4,1496,1288.4,87913
40930,Midway Airport,10/1/22,5318,2866.6,2372.6,137874
40960,Pulaski-Orange,10/1/22,3289.5,1454.4,1133.2,82018
41150,Kedzie-Midway,10/1/22,2374.7,1249.4,903.2,60632
40310,Western-Orange,10/1/22,2410.4,1260.6,981.8,61831
40120,35th/Archer,10/1/22,1831.6,959.8,748,47002
41060,Ashland-Orange,10/1/22,1101.2,696.8,555.4,29386
41130,Halsted-Orange,10/1/22,1791.4,854,768.8,45734
40730,Washington/Wells,10/1/22,4178.7,877.4,868.6,96482
40040,Quincy/Wells,10/1/22,3948.1,1383,1324.8,96450
40160,LaSalle/Van Buren,10/1/22,1464.7,519.8,365.6,35185
40850,Library,10/1/22,2868,1505.8,1380,74656
40680,Adams/Wabash,10/1/22,4635.6,2406.6,2696,122860
41700,Washington/Wabash,10/1/22,6228.4,4713.2,3613.6,172430
40260,State/Lake,10/1/22,7045,6169.6,4804.2,202814
40380,Clark/Lake,10/1/22,8414.6,4952.2,4346.8,223201
40900,Howard,11/1/22,2754.5,2064,1518.2,73692
41190,Jarvis,11/1/22,840.7,698.8,498.4,22942
40100,Morse,11/1/22,2134.4,1525,1214.8,56996
41300,Loyola,11/1/22,2875,2322,1525,77289
40760,Granville,11/1/22,2061.2,1838.5,1192.2,56601
40880,Thorndale,11/1/22,1418.9,1052,734.2,37675
41380,Bryn Mawr,11/1/22,1995.3,1475,1042.8,53016
40340,Berwyn,11/1/22,0,0,0,0
41200,Argyle,11/1/22,2209.2,1961.3,1352,60999
40770,Lawrence,11/1/22,0,0,0,0
40540,Wilson,11/1/22,4627.9,3352.3,2309.4,122142
40080,Sheridan,11/1/22,2271.5,1656.5,1087.2,59764
41420,Addison-North Main,11/1/22,3384.2,3604.8,2150.4,96239
41320,Belmont-North Main,11/1/22,5688.4,5033.5,3333.6,156259
41220,Fullerton,11/1/22,6758.1,4586.5,2953.6,175034
40650,North/Clybourn,11/1/22,2617.4,2393.3,1627,72673
40630,Clark/Division,11/1/22,3940.7,3395.5,2260.4,107639
41450,Chicago/State,11/1/22,6485.5,6246,3822.2,180291
40330,Grand/State,11/1/22,4333,5803.8,3475.4,131585
41660,Lake/State,11/1/22,8497.4,7305,4659.8,230964
41090,Monroe/State,11/1/22,3178.5,2129.8,1289.4,81715
40560,Jackson/State,11/1/22,3256.8,1767.5,1190.6,81416
41490,Harrison,11/1/22,2041.7,1756.3,1184.2,55821
41400,Roosevelt,11/1/22,5812.7,4885,4439.4,163804
41000,Cermak-Chinatown,11/1/22,2254.7,2937,2176.8,69980
40190,Sox-35th-Dan Ryan,11/1/22,1607.1,959.5,720.2,41188
41230,47th-Dan Ryan,11/1/22,1246.6,843.3,655.4,32829
41170,Garfield-Dan Ryan,11/1/22,1443.8,1013.3,669.8,37721
40910,63rd-Dan Ryan,11/1/22,1164.4,764.3,665,30835
40990,69th,11/1/22,1967,1371.5,1066.2,52123
40240,79th,11/1/22,2734.4,1957.5,1523.2,72868
41430,87th,11/1/22,1749.2,1140.3,898.6,45788
40450,95th/Dan Ryan,11/1/22,4465.2,2808.3,2196.8,115986
41050,Linden,11/1/22,396.8,236.8,136,9959
41250,Central-Evanston,11/1/22,414.6,1233.8,162.2,14453
40400,Noyes,11/1/22,512.3,367,185,13151
40520,Foster,11/1/22,414.9,365.3,214,11244
40050,Davis,11/1/22,1497.9,1187.3,729.2,39851
40690,Dempster,11/1/22,402,345.3,231.2,10978
40270,Main,11/1/22,483.8,403.5,257.2,13060
40840,South Boulevard,11/1/22,362.9,208.5,129.8,9103
40140,Dempster-Skokie,11/1/22,753.1,384,271.8,18711
41680,Oakton-Skokie,11/1/22,480.4,196.5,135.4,11552
40890,O'Hare Airport,11/1/22,7016.5,6108.3,6586.6,204713
40820,Rosemont,11/1/22,3264.9,2143.5,1641.4,85343
40230,Cumberland,11/1/22,1730,932,704.6,43582
40750,Harlem-O'Hare,11/1/22,1496.2,663.3,519.2,36670
41280,Jefferson Park,11/1/22,3622.8,2043.3,1650.4,92504
41330,Montrose-O'Hare,11/1/22,1216.2,641.3,477.2,30492
40550,Irving Park-O'Hare,11/1/22,2039.8,1113.8,894,51761
41240,Addison-O'Hare,11/1/22,1426,707,508.2,35316
40060,Belmont-O'Hare,11/1/22,2902.2,1682,1226.8,73809
41020,Logan Square,11/1/22,3450.9,2196,1505,88778
40570,California/Milwaukee,11/1/22,2624.1,1560.8,1078.8,66744
40670,Western/Milwaukee,11/1/22,2669.1,1475,993.6,66920
40590,Damen/Milwaukee,11/1/22,2962.1,2236.8,1404,78172
40320,Division/Milwaukee,11/1/22,3041.6,1913.8,1256.4,77810
41410,Chicago/Milwaukee,11/1/22,2084.9,1096.5,773.2,52034
40490,Grand/Milwaukee,11/1/22,1514.5,1037.8,697,39440
40370,Washington/Dearborn,11/1/22,6311.7,4457,3112.8,165937
40790,Monroe/Dearborn,11/1/22,3116,1170,891.2,74573
40070,Jackson/Dearborn,11/1/22,3208.5,1472.8,1186.2,79201
41340,LaSalle,11/1/22,1736.1,805,686.4,43111
40430,Clinton-Forest Park,11/1/22,1600.9,834.8,711.6,40515
40350,UIC-Halsted,11/1/22,4104.6,1321.3,864.2,95802
40470,Racine,11/1/22,1115.4,530,350,27294
40810,Medical Center,11/1/22,1617.8,583.3,532.2,38968
40220,Western-Forest Park,11/1/22,800.5,473,372.8,20567
40250,Kedzie-Homan-Forest Park,11/1/22,886.9,565.3,445.6,23114
40920,Pulaski-Forest Park,11/1/22,834.9,648.3,504.8,22649
40970,Cicero-Forest Park,11/1/22,642,407,294,16580
40010,Austin-Forest Park,11/1/22,755.2,330.5,267.2,18518
40180,Oak Park-Forest Park,11/1/22,621.8,232.8,169,14833
40980,Harlem-Forest Park,11/1/22,414.9,215.5,141,10279
40390,Forest Park,11/1/22,1219.2,552.8,466.6,30147
41030,Polk,11/1/22,1954,506.5,416.6,45142
40830,18th,11/1/22,1107.9,898.8,611.8,29920
40210,Damen-Cermak,11/1/22,1054.2,652.3,449,26992
40740,Western-Cermak,11/1/22,746.2,454,363.8,19306
40440,California-Cermak,11/1/22,920.3,524.3,374.4,23295
41040,Kedzie-Cermak,11/1/22,657.6,421.3,305.8,17023
40780,Central Park,11/1/22,613.6,356.5,283.8,15730
40150,Pulaski-Cermak,11/1/22,682.3,472.8,327.2,17855
40600,Kostner,11/1/22,260.7,145.8,113.8,6626
40420,Cicero-Cermak,11/1/22,736.7,534.3,431.4,19765
40580,54th/Cermak,11/1/22,1439.8,789.3,564.6,36216
40020,Harlem-Lake,11/1/22,1684.9,1062.3,755.2,43408
41350,Oak Park-Lake,11/1/22,615.6,351.3,224.2,15453
40610,Ridgeland,11/1/22,596,248.3,150.8,14263
41260,Austin-Lake,11/1/22,935.5,528.3,347.2,23495
40280,Central-Lake,11/1/22,1100.3,677.3,543.6,28533
40700,Laramie,11/1/22,584,299.3,263,14777
40480,Cicero-Lake,11/1/22,594.2,425.3,289.4,15626
40030,Pulaski-Lake,11/1/22,625.7,439,330.6,16548
41670,Conservatory,11/1/22,516.9,457,336.6,14366
41070,Kedzie-Lake,11/1/22,651.9,381.5,302.2,16726
41360,California-Lake,11/1/22,614.1,319,251.8,15432
40170,Ashland-Lake,11/1/22,1569.9,960,646.8,40042
41510,Morgan-Lake,11/1/22,2423.3,2124.3,1351.8,66145
41160,Clinton-Lake,11/1/22,2077.5,1041.5,728,51433
41690,Cermak-McCormick Place,11/1/22,937.2,894.3,617.6,26346
41120,35-Bronzeville-IIT,11/1/22,963.4,592.8,421.4,24710
40300,Indiana,11/1/22,310.9,180.5,156.2,8031
41270,43rd,11/1/22,483,274.8,193,12208
41080,47th-South Elevated,11/1/22,524.2,330.5,225.4,13458
40130,51st,11/1/22,475.3,298,214.2,12245
40510,Garfield-South Elevated,11/1/22,565.5,365,284.2,14756
41140,King Drive,11/1/22,204.5,130.5,105,5342
40720,East 63rd-Cottage Grove,11/1/22,450.6,294.5,237.2,11827
40940,Halsted/63rd,11/1/22,257.4,147.3,116.8,6579
40290,Ashland/63rd,11/1/22,465.3,293.5,241.2,12151
41290,Kimball,11/1/22,2309,1584.3,1134.6,60498
41180,Kedzie-Brown,11/1/22,1116.3,807,574,29540
40870,Francisco,11/1/22,822.3,490.3,322.6,20842
41010,Rockwell,11/1/22,849.5,478.5,316.6,21337
41480,Western-Brown,11/1/22,1930.4,1354.8,919.8,50557
40090,Damen-Brown,11/1/22,1398.7,810,514.8,35186
41500,Montrose-Brown,11/1/22,1195.2,840.8,532.8,31126
41460,Irving Park-Brown,11/1/22,1412.2,813.3,481.2,35316
41440,Addison-Brown,11/1/22,1075.8,491,354.2,26327
41310,Paulina,11/1/22,1429.3,929.5,552.2,36494
40360,Southport,11/1/22,1693,1276.5,763,44475
41210,Wellington,11/1/22,1561,786.3,501.2,38432
40530,Diversey,11/1/22,2698.2,1581.3,995.4,67965
40660,Armitage,11/1/22,2355.5,1347.5,816.2,58937
40800,Sedgwick,11/1/22,2129.9,1366.3,858.8,54486
40710,Chicago/Franklin,11/1/22,3462.3,1941,1190.6,86426
40460,Merchandise Mart,11/1/22,3189.1,1232,718,75490
40930,Midway Airport,11/1/22,4860.6,2566.5,2058.2,122629
40960,Pulaski-Orange,11/1/22,3060.9,1275.3,933.2,74046
41150,Kedzie-Midway,11/1/22,2214,1112,777.2,54827
40310,Western-Orange,11/1/22,2271.4,1188.5,849.6,56701
40120,35th/Archer,11/1/22,1706.2,835.3,618.4,42264
41060,Ashland-Orange,11/1/22,1042.3,567.5,439.8,26357
41130,Halsted-Orange,11/1/22,1614.9,724,523.6,39427
40730,Washington/Wells,11/1/22,3865.4,775.3,518,86865
40040,Quincy/Wells,11/1/22,3529.4,1075.3,894.4,82891
40160,LaSalle/Van Buren,11/1/22,1368.4,371.3,246,31451
40850,Library,11/1/22,2367.6,1143,900.4,58794
40680,Adams/Wabash,11/1/22,3865,2118.3,1324.4,96260
41700,Washington/Wabash,11/1/22,6110.3,4199,2778.2,159003
40260,State/Lake,11/1/22,6284.3,4933,3372.2,168563
40380,Clark/Lake,11/1/22,7598.8,3683,2791.4,188263
40900,Howard,12/1/22,2471.6,1829.8,1353.6,67820
41190,Jarvis,12/1/22,744.4,671,464.2,21308
40100,Morse,12/1/22,1914.1,1462.6,1047.2,52746
41300,Loyola,12/1/22,2164.4,2042,1231,61818
40760,Granville,12/1/22,1667.2,1532.6,954,47444
40880,Thorndale,12/1/22,1279.4,977.2,636.6,34937
41380,Bryn Mawr,12/1/22,1778.2,1359.8,934.2,48812
40340,Berwyn,12/1/22,0,0,0,0
41200,Argyle,12/1/22,1944.6,1792.8,1196.6,55784
40770,Lawrence,12/1/22,0,0,0,0
40540,Wilson,12/1/22,3958.8,3075.2,2024.6,108633
40080,Sheridan,12/1/22,1911.2,1482.4,929.4,52195
41420,Addison-North Main,12/1/22,3180.9,4015.8,2203.8,97897
41320,Belmont-North Main,12/1/22,4842,4547.2,2818.6,138511
41220,Fullerton,12/1/22,3820.9,3296.2,1984.8,106643
40650,North/Clybourn,12/1/22,2390.6,2173.4,1418,68159
40630,Clark/Division,12/1/22,3528,2981.4,1992.2,98956
41450,Chicago/State,12/1/22,5753.3,5154.8,3384.6,163516
40330,Grand/State,12/1/22,4236.1,4644,3045.8,127407
41660,Lake/State,12/1/22,7677,6623,4393.6,216300
41090,Monroe/State,12/1/22,2800.7,1752,1131.8,73233
40560,Jackson/State,12/1/22,2179.3,1338.4,989.2,57404
41490,Harrison,12/1/22,1759.7,1402,990.2,48915
41400,Roosevelt,12/1/22,5155.7,4149.8,3985.4,148945
41000,Cermak-Chinatown,12/1/22,2121,2158.8,1638.8,63528
40190,Sox-35th-Dan Ryan,12/1/22,1325.9,814.6,594.8,34891
41230,47th-Dan Ryan,12/1/22,1113,743.8,548.6,29834
41170,Garfield-Dan Ryan,12/1/22,1240.4,805.6,574.8,32950
40910,63rd-Dan Ryan,12/1/22,974.2,664.6,574.2,26652
40990,69th,12/1/22,1749.3,1258.4,929.8,47676
40240,79th,12/1/22,2442.9,1710.6,1429.8,67003
41430,87th,12/1/22,1520.6,1049.8,779.4,41078
40450,95th/Dan Ryan,12/1/22,4003.5,2462.2,1939.8,106084
41050,Linden,12/1/22,336.5,213.2,140.2,8834
41250,Central-Evanston,12/1/22,353.9,177.2,128,8957
40400,Noyes,12/1/22,325.6,186.6,116.6,8354
40520,Foster,12/1/22,282.1,210.4,124.6,7599
40050,Davis,12/1/22,1237.1,815.8,594.4,33030
40690,Dempster,12/1/22,332.8,264,190.4,9261
40270,Main,12/1/22,429,319,227.6,11743
40840,South Boulevard,12/1/22,314.8,179.8,131.2,8166
40140,Dempster-Skokie,12/1/22,595,364.2,258.2,15606
41680,Oakton-Skokie,12/1/22,383.4,161.4,120.8,9463
40890,O'Hare Airport,12/1/22,6332.9,5214.6,5939,188758
40820,Rosemont,12/1/22,2709.2,1871.8,1523.4,73869
40230,Cumberland,12/1/22,1437.4,814,649.4,37502
40750,Harlem-O'Hare,12/1/22,1243.4,595,473.8,31456
41280,Jefferson Park,12/1/22,3195.4,1927.6,1512.8,84305
41330,Montrose-O'Hare,12/1/22,1036.5,587.6,414.6,26777
40550,Irving Park-O'Hare,12/1/22,1805.9,1092.6,814.4,47459
41240,Addison-O'Hare,12/1/22,1233.2,651.8,436.8,31341
40060,Belmont-O'Hare,12/1/22,2548.5,1617.8,1143.4,67325
41020,Logan Square,12/1/22,3062,2106.6,1343.4,81551
40570,California/Milwaukee,12/1/22,2229.3,1557,969.8,59450
40670,Western/Milwaukee,12/1/22,2288,1439.2,937,59929
40590,Damen/Milwaukee,12/1/22,2592.3,2108,1305.6,71507
40320,Division/Milwaukee,12/1/22,2667.7,1862,1173.2,71197
41410,Chicago/Milwaukee,12/1/22,1853.1,1121.4,736.8,48206
40490,Grand/Milwaukee,12/1/22,1321.9,976.6,686.6,36076
40370,Washington/Dearborn,12/1/22,5697.1,3991.4,2920.2,154197
40790,Monroe/Dearborn,12/1/22,2612.7,984.2,739.2,63483
40070,Jackson/Dearborn,12/1/22,2343.1,1192.8,963.6,59988
41340,LaSalle,12/1/22,1293.8,706.4,528.2,33343
40430,Clinton-Forest Park,12/1/22,1346.9,670.4,592.6,34599
40350,UIC-Halsted,12/1/22,1716.9,873.4,597.6,43410
40470,Racine,12/1/22,1003,447.6,346,25030
40810,Medical Center,12/1/22,1260.2,511,402,31029
40220,Western-Forest Park,12/1/22,655.6,408,312,17368
40250,Kedzie-Homan-Forest Park,12/1/22,751.1,478.6,403,20182
40920,Pulaski-Forest Park,12/1/22,758.6,567.4,470.4,21120
40970,Cicero-Forest Park,12/1/22,566,346.8,278,15009
40010,Austin-Forest Park,12/1/22,597.7,300,231.8,15210
40180,Oak Park-Forest Park,12/1/22,512.3,205.2,157.4,12571
40980,Harlem-Forest Park,12/1/22,367.9,167,120.8,9165
40390,Forest Park,12/1/22,1063.4,532.2,426.6,27125
41030,Polk,12/1/22,1527,423.4,310,35734
40830,18th,12/1/22,985,721.8,490,26745
40210,Damen-Cermak,12/1/22,891.6,530,377,23258
40740,Western-Cermak,12/1/22,678.4,420,317.6,17934
40440,California-Cermak,12/1/22,795.3,449.8,333.6,20618
41040,Kedzie-Cermak,12/1/22,595.3,356.4,283.2,15699
40780,Central Park,12/1/22,560.6,310,252.6,14586
40150,Pulaski-Cermak,12/1/22,613.8,426.4,342.2,16732
40600,Kostner,12/1/22,232.2,121.8,100.8,5990
40420,Cicero-Cermak,12/1/22,659,456.8,366.8,17957
40580,54th/Cermak,12/1/22,1238.9,650.4,480.6,31672
40020,Harlem-Lake,12/1/22,1463.6,916.2,652.2,38578
41350,Oak Park-Lake,12/1/22,524.4,297,201,13502
40610,Ridgeland,12/1/22,513.9,244.6,162.2,12826
41260,Austin-Lake,12/1/22,819.7,450.2,346.2,21196
40280,Central-Lake,12/1/22,1008.6,585.2,478,26496
40700,Laramie,12/1/22,509,288.2,214.2,13201
40480,Cicero-Lake,12/1/22,556.4,357.8,273.2,14840
40030,Pulaski-Lake,12/1/22,594.8,405.8,296.4,16001
41670,Conservatory,12/1/22,470.2,352.6,266.2,12969
41070,Kedzie-Lake,12/1/22,601.2,344.8,271.4,15706
41360,California-Lake,12/1/22,545.4,281.8,231,14018
40170,Ashland-Lake,12/1/22,1337.7,747,514,34397
41510,Morgan-Lake,12/1/22,2181.6,1757,1216,60678
41160,Clinton-Lake,12/1/22,1760.8,842.4,606,44219
41690,Cermak-McCormick Place,12/1/22,1276.5,556.4,566.4,32421
41120,35-Bronzeville-IIT,12/1/22,645.3,414.4,272.2,16984
40300,Indiana,12/1/22,266.1,158.6,133.6,7049
41270,43rd,12/1/22,428.6,233.2,197,11151
41080,47th-South Elevated,12/1/22,458.3,291.2,218.4,12173
40130,51st,12/1/22,410.8,262.2,191.8,10897
40510,Garfield-South Elevated,12/1/22,490.8,270.8,235.2,12837
41140,King Drive,12/1/22,182.8,120,92.6,4901
40720,East 63rd-Cottage Grove,12/1/22,381.8,242,197.8,10217
40940,Halsted/63rd,12/1/22,212.8,130.8,93.2,5588
40290,Ashland/63rd,12/1/22,427.6,256.4,215.6,11339
41290,Kimball,12/1/22,2085.7,1454,995.2,56046
41180,Kedzie-Brown,12/1/22,1015.6,760.4,519.4,27726
40870,Francisco,12/1/22,708.8,449.8,293.4,18600
41010,Rockwell,12/1/22,757.3,534.8,329.4,20224
41480,Western-Brown,12/1/22,1755,1284.2,861,47581
40090,Damen-Brown,12/1/22,1221.4,764,454,31739
41500,Montrose-Brown,12/1/22,1084.7,750.8,439.8,28732
41460,Irving Park-Brown,12/1/22,1220.8,773,434.4,31674
41440,Addison-Brown,12/1/22,936.5,504,326.2,23817
41310,Paulina,12/1/22,1248,832,478.2,32759
40360,Southport,12/1/22,1462.5,1288.6,690.8,40609
41210,Wellington,12/1/22,1251.9,754.6,443.8,32281
40530,Diversey,12/1/22,2201.2,1422.4,834.6,57510
40660,Armitage,12/1/22,2018.4,1256.6,725,52295
40800,Sedgwick,12/1/22,1835.5,1218.6,743.8,48357
40710,Chicago/Franklin,12/1/22,2953,1622.8,1045.6,75354
40460,Merchandise Mart,12/1/22,2646.5,1260.4,753.6,65646
40930,Midway Airport,12/1/22,4028.8,2169.6,1847.2,104689
40960,Pulaski-Orange,12/1/22,2572.6,1073.8,804.4,63416
41150,Kedzie-Midway,12/1/22,1919,963,688.4,48555
40310,Western-Orange,12/1/22,2008.4,999,750.6,50925
40120,35th/Archer,12/1/22,1462.3,750.2,544.8,37184
41060,Ashland-Orange,12/1/22,946,480.2,368.6,24110
41130,Halsted-Orange,12/1/22,1153.6,628.4,425.6,29496
40730,Washington/Wells,12/1/22,3179.4,715.4,547.8,73084
40040,Quincy/Wells,12/1/22,2784.1,834.8,703.4,66157
40160,LaSalle/Van Buren,12/1/22,1127.7,309.2,221.4,26335
40850,Library,12/1/22,1725.7,863,648.2,43795
40680,Adams/Wabash,12/1/22,3031.4,1500.4,1135.4,76839
41700,Washington/Wabash,12/1/22,5512.7,3557.8,2555.4,146332
40260,State/Lake,12/1/22,5407.1,4001,2934.6,148227
40380,Clark/Lake,12/1/22,6600.3,3311.6,2586.2,168095
40900,Howard,1/1/23,2591.5,1854,1505,70868
41190,Jarvis,1/1/23,784,668.8,486.5,22057
40100,Morse,1/1/23,1995.2,1511,1191.2,55090
41300,Loyola,1/1/23,2361.3,2021,1376.3,65929
40760,Granville,1/1/23,1785.2,1558.5,1048.5,50015
40880,Thorndale,1/1/23,1337.8,968.5,721.3,36295
41380,Bryn Mawr,1/1/23,1879,1414.3,1065.3,51507
40340,Berwyn,1/1/23,0,0,0,0
41200,Argyle,1/1/23,2027.6,1997.3,1320,58489
40770,Lawrence,1/1/23,0,0,0,0
40540,Wilson,1/1/23,4098.1,3136.8,2258,112155
40080,Sheridan,1/1/23,2134.6,1575.8,1150.5,58032
41420,Addison-North Main,1/1/23,3006.2,2784.3,2202.8,87485
41320,Belmont-North Main,1/1/23,5423.6,4890.3,3594.3,155023
41220,Fullerton,1/1/23,7511.2,4747.5,3748.7,199218
40650,North/Clybourn,1/1/23,2385.5,2319.5,1650.7,69277
40630,Clark/Division,1/1/23,3641.4,3047.5,2224.7,102007
41450,Chicago/State,1/1/23,5589.7,4667.5,3542,157305
40330,Grand/State,1/1/23,3658.2,4018.8,3429.8,113477
41660,Lake/State,1/1/23,7186.6,5233,3935,195461
41090,Monroe/State,1/1/23,2919.7,1495.3,1131.8,74085
40560,Jackson/State,1/1/23,3460,1458.8,1269,86110
41490,Harrison,1/1/23,1691.5,1385.8,1038,47292
41400,Roosevelt,1/1/23,4981.7,4096.5,3585.2,142512
41000,Cermak-Chinatown,1/1/23,1802.4,2479.5,2511.2,62836
40190,Sox-35th-Dan Ryan,1/1/23,1441,845,674.2,37686
41230,47th-Dan Ryan,1/1/23,1127.4,774,621,30497
41170,Garfield-Dan Ryan,1/1/23,1273.3,972,664,34611
40910,63rd-Dan Ryan,1/1/23,969.9,684,647.7,26989
40990,69th,1/1/23,1731.9,1260.3,984.2,47316
40240,79th,1/1/23,2429.1,1748.5,1502.7,67022
41430,87th,1/1/23,1503.5,1009.3,845.5,40684
40450,95th/Dan Ryan,1/1/23,4123.6,2586.5,2107.3,109585
41050,Linden,1/1/23,374.9,184,146.5,9488
41250,Central-Evanston,1/1/23,396.5,199.8,156.2,10062
40400,Noyes,1/1/23,514.7,374.8,197.5,13493
40520,Foster,1/1/23,380.7,375.3,209.8,10754
40050,Davis,1/1/23,1418.8,1076.5,729.2,38476
40690,Dempster,1/1/23,360.6,305,235,10202
40270,Main,1/1/23,484,363.8,274.2,13263
40840,South Boulevard,1/1/23,339.7,191.5,148.2,8788
40140,Dempster-Skokie,1/1/23,677.7,307,269.2,17074
41680,Oakton-Skokie,1/1/23,440.3,157.8,135.8,10693
40890,O'Hare Airport,1/1/23,5445.9,4806.3,5302,165401
