ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10801099,HZ571798,12/31/2016 10:01:00 PM,002XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,true,false,0111,001,42,32,26,1176327,1901797,2016,01/07/2017 03:56:13 PM,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
10801036,HZ571698,12/31/2016 07:52:00 PM,020XX S WESTERN AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,1023,010,25,31,08B,1160685,1890246,2016,02/10/2018 03:50:01 PM,41.854529505,-87.685702859,"(41.854529505, -87.685702859)"
10801177,HZ571785,12/31/2016 07:00:00 PM,005XX S KEDZIE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,1134,011,24,27,08B,1155124,1897322,2016,02/10/2018 03:50:01 PM,41.874060099,-87.705924314,"(41.874060099, -87.705924314)"
10801431,JA100382,12/31/2016 05:00:00 PM,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,0122,001,42,32,06,1175401,1901736,2016,02/10/2018 03:50:01 PM,41.885741529,-87.631344503,"(41.885741529, -87.631344503)"
10801017,HZ571447,12/31/2016 03:00:00 PM,087XX S JEFFERY BLVD,031A,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,0412,004,8,48,03,1191030,1847518,2016,01/07/2017 03:56:13 PM,41.736599019,-87.575707974,"(41.736599019, -87.575707974)"
10800995,HZ571730,12/31/2016 02:50:00 PM,098XX S STATE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,false,false,0511,005,21,49,14,1178256,1840091,2016,01/07/2017 03:56:13 PM,41.716517432,-87.622731926,"(41.716517432, -87.622731926)"
10800655,HZ571281,12/31/2016 12:45:00 PM,002XX S WABASH AVE,0810,THEFT,OVER $500,CTA TRAIN,false,false,0113,001,42,32,06,1176845,1899365,2016,02/10/2018 03:50:01 PM,41.879202837,-87.626113652,"(41.879202837, -87.626113652)"
10800481,HZ571035,12/31/2016 01:00:00 AM,004XX S PULASKI RD,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1132,011,24,26,06,1149804,1897475,2016,02/10/2018 03:50:01 PM,41.874584998,-87.725453042,"(41.874584998, -87.725453042)"
10821061,JA121584,12/30/2016 06:00:00 PM,051XX N WESTERN AVE,0870,THEFT,POCKET-PICKING,CTA BUS STOP,false,false,2031,020,40,4,06,1159421,1934256,2016,02/10/2018 03:50:01 PM,41.975322341,-87.689128938,"(41.975322341, -87.689128938)"
10800387,HZ570798,12/30/2016 06:00:00 PM,002XX E RANDOLPH ST,0460,BATTERY,SIMPLE,CTA BUS,false,false,0114,001,42,32,08B,1177944,1901223,2016,01/06/2017 03:55:08 PM,41.884276366,-87.622021816,"(41.884276366, -87.622021816)"
